"CS1","CS2"
"pau00330.0",-0.0271057084839968,0.025281544172588
"pau00330.1",2.26172732616915,-2.1095172382841
"pau00360.0",-0.0208126208226472,0.030096539281348
"pau00360.1",3.05577565132154,-4.41887029551369
"pau00380.0",-0.0531263018585875,-0.0890978166616617
"pau00380.1",4.30197295971245,7.21481421891836
"pau00627.0",-0.00246574491030929,0.00844713987567109
"pau00627.1",0.815090524792172,-2.79233413215886
"pau00643.0",0.00189839440408522,-0.00358957980723223
"pau00643.1",-2.53375137427707,4.79094478475066
"pau01100.0",-2.52103064991443,-0.0812856264680694
"pau01100.1",2.58378604123981,0.0833090494273699
"pau01120.0",-0.945130913359495,-0.464328369315974
"pau01120.1",4.41572490321471,2.16937814082243
"pau00061.0",-0.258633719276944,0.163584596910196
"pau00061.1",9.8745558529787,-6.24560959565776
"pau00620.0",-0.431962189107084,-0.0708560719529338
"pau00620.1",9.1105779021625,1.49443580861287
"pau00640.0",-0.351075780422328,0.00825881346585051
"pau00640.1",11.3186211577348,-0.266262687559687
"pau01110.0",-0.994849300459911,0.583001627952611
"pau01110.1",2.67708590818243,-1.56882599396495
"pau01200.0",-0.947028227345766,0.120230153858917
"pau01200.1",6.24856797231809,-0.7932881692611
"pau01212.0",-0.275156830054406,0.217934741146625
"pau01212.1",7.93491183244168,-6.2847538833855
"pau00281.0",-0.00583864232472336,0.0196500058869032
"pau00281.1",1.58887929599993,-5.34738827685536
"pau00071.0",-0.000143505363600816,-0.196276530808124
"pau00071.1",0.0125077308060823,17.1071934128432
"pau00280.0",-0.0676793660927622,0.0109597508203501
"pau00280.1",5.65635304432778,-0.915969275374028
"pau00410.0",-0.0321791997405711,0.0199313919345322
"pau00410.1",6.96016144344677,-4.31103653215011
"pau00650.0",-0.193056876708665,0.122914036582453
"pau00650.1",8.12710932815738,-5.17430837119668
"pau00270.0",0.0842526481155558,0.240588694668625
"pau00270.1",-2.99204780040435,-8.54397921947935
"pau00010.0",-0.141725278233124,-0.212089578958431
"pau00010.1",3.99194833114876,5.9738858962372
"pau00020.0",-0.330925669335969,0.267879622208149
"pau00020.1",5.99170722184079,-4.8502017694464
"pau00430.0",-0.0442936605694408,-0.102603853898883
"pau00430.1",9.86287956372756,22.8468236937085
"pau00680.0",-0.198627206827143,-0.00889627269090837
"pau00680.1",8.71509760479498,0.390338695582678
"pau00630.0",-0.295049145264724,-0.147124823919211
"pau00630.1",8.88488557045012,4.43040505649314
"pau01210.0",-0.425208617695409,0.0507708301568942
"pau01210.1",10.985996995061,-1.31175184210386
"pau01230.0",-0.625329216906728,0.197477801087331
"pau01230.1",4.84534832227499,-1.53015196845948
"pau00770.0",-0.106441095474765,-0.0121717325298386
"pau00770.1",6.12499808304963,0.700404651794747
"pau01501.0",-0.00822431291539566,0.15470696430895
"pau01501.1",0.39341770846977,-7.40055248491387
"pau01503.0",0.0403195400873309,0.210139417179254
"pau01503.1",-2.68814987961563,-14.0102354285139
"pau00350.0",0.00514169844721263,-0.147062648336576
"pau00350.1",-0.664583416330003,19.0083876465071
"pau00625.0",0.0134269065678683,-0.193455989668462
"pau00625.1",-3.3899873551976,48.8432205473703
"pau00626.0",0.00809194864101839,-0.178247213900264
"pau00626.1",-2.65803862402943,58.5505420500186
"pau01220.0",0.0129917534780642,-0.179073159619869
"pau01220.1",-2.90500108760545,40.041378889694
"pau00230.0",-0.170671861890449,0.0799506044542465
"pau00230.1",4.20244265420225,-1.96861876741839
"pau00730.0",-0.00911868121730021,0.0382865139051508
"pau00730.1",1.18500687847805,-4.97547630511226
"pau02020.0",0.0520817439827462,-1.34435936142269
"pau02020.1",-0.445726564320188,11.5053113347575
"pau02030.0",0.145566465106431,-0.220122146271137
"pau02030.1",-5.41189575894688,8.18374004606106
"pau00520.0",-0.0531138352568424,-0.030908815040818
"pau00520.1",3.03768632732371,1.76773686910842
"pau00220.0",-0.0646835405759949,-0.274828412847994
"pau00220.1",3.64141683681831,15.4717073442349
"pau00250.0",0.000900623594273216,-0.163022172924023
"pau00250.1",-0.0333922250096018,6.04433762833694
"pau00290.0",-0.23421897419548,-0.0483508015915056
"pau00290.1",12.0651500699774,2.49065934648977
"pau00970.0",-0.0791741812332136,0.0534647304923896
"pau00970.1",2.48882069441758,-1.68065050497924
"pau00051.0",0.0056188773962532,-0.0253845323728548
"pau00051.1",-0.792870144129347,3.58196778853769
"pau02025.0",0.653345537286988,0.257847730224064
"pau02025.1",-15.1102599407478,-5.9633777327019
"pau03410.0",-0.0187629635137073,0.0249685125156614
"pau03410.1",3.76205935428728,-5.00630009771963
"pau00930.0",-0.00356637351774382,0.00655459892547206
"pau00930.1",1.46698637318904,-2.69615822839276
"pau00260.0",-0.142470185147833,0.0288738519272873
"pau00260.1",6.2144868333797,-1.25946472551356
"pau00473.0",-0.0106631752976199,-0.000992055640925968
"pau00473.1",6.85785292523113,0.638024930588431
"pau01502.0",-0.056992270405973,0.00245206277989404
"pau01502.1",14.9507091140453,-0.643246480451346
"pau00660.0",-0.143135167546982,0.00766077238928717
"pau00660.1",9.72445745457828,-0.520465071201866
"pau02010.0",-0.204385216390623,-0.1910269950542
"pau02010.1",4.66101857298867,4.35638343914333
"pau02024.0",0.749469480544768,0.400381829203818
"pau02024.1",-12.7778393684332,-6.82618149559229
"pau00460.0",0.0341964434354948,-0.00254709761746993
"pau00460.1",-9.54654738624045,0.711067750318088
"pau00471.0",-0.0558441939469613,-0.02047794951184
"pau00471.1",17.5754800474122,6.44489189689238
"pau00910.0",0.0649082880341478,-0.460700154754163
"pau00910.1",-3.47158291372534,24.6402860718459
"pau00300.0",-0.106072410861324,0.016648091797377
"pau00300.1",10.6658643368212,-1.67401011380721
"pau00540.0",-0.0794325716279003,0.0571080506958061
"pau00540.1",4.33919000065527,-3.11966083254839
"pau00400.0",-0.0660312848576768,0.0228474830772479
"pau00400.1",3.99459282432786,-1.38216895447425
"pau00401.0",-0.00578248471906622,0.0104960480265699
"pau00401.1",1.3048932888975,-2.36857048400961
"pau00261.0",-0.148631981568888,0.0470353273015009
"pau00261.1",21.994872528272,-6.96038643501888
"pau00190.0",-0.0505624117998428,-0.127110133364556
"pau00190.1",1.11258285563997,2.79695034563116
"pau00600.0",-0.000907680626028212,-0.000802305499092334
"pau00600.1",10.1791884442411,8.99745861145877
"pau00130.0",-0.025892780389711,0.0151056645282464
"pau00130.1",4.73804273062791,-2.76414054157744
"pau00562.0",0.00365159618829293,0.00719557478675708
"pau00562.1",-1.15900858530647,-2.28385958469437
"pau00860.0",0.0183119571197615,-0.203493913868003
"pau00860.1",-1.26751521783134,14.0854213930746
"pau00780.0",-0.0915024122247219,0.048431992742079
"pau00780.1",7.87835806771508,-4.16999477366769
"pau00362.0",0.00241250250529743,-0.0184518499796426
"pau00362.1",-0.373905928356823,2.8597923033819
"pau00364.0",0.0023980914522718,-0.00471624327559819
"pau00364.1",-6.60823672275439,12.9961899400154
"pau00622.0",0.0012963742510598,-0.000680983515126342
"pau00622.1",-14.2339810835169,7.47708963254323
"pau00740.0",-0.00791257190334378,0.00211446832953642
"pau00740.1",2.46675734830576,-0.659188991058599
"pau01053.0",-0.0699891879370847,0.0239916724805416
"pau01053.1",45.6272332106202,-15.6406106092633
"pau00480.0",-0.227178241692569,0.0270452547411905
"pau00480.1",8.83359083923409,-1.05162674359384
"pau00590.0",0.0107104372610163,0.0161951954994463
"pau00590.1",-9.03506534443989,-13.6618744909759
"pau00240.0",0.0255875198299455,0.0499112533664164
"pau00240.1",-1.46751652956121,-2.86255134585623
"pau00361.0",0.00331905747617051,-0.00257025094206549
"pau00361.1",-8.32071772496441,6.44349569864218
"pau00623.0",0.00114632002511452,-0.00401684105765471
"pau00623.1",-4.15838985395464,14.5714902759647
"pau00030.0",-0.0715252220698858,-0.106371776614633
"pau00030.1",2.43771597820069,3.62535301504864
"pau00564.0",-0.00733491693426912,0.0322040235849459
"pau00564.1",0.471020642854857,-2.06802067800182
"pau03070.0",0.278188645651884,0.141090528792996
"pau03070.1",-7.57594846006941,-3.84233717316148
"pau00760.0",0.00784130933439812,0.0346605647345593
"pau00760.1",-0.964279792728471,-4.26235986271777
"pau00310.0",-0.0584965009781852,-0.0230902529718402
"pau00310.1",5.70222651365963,2.25083296438938
"pau00903.0",-0.0170164648511653,0.016183414044948
"pau00903.1",6.70739114458047,-6.37902696027546
"pau00920.0",-0.18200471023431,0.197811343016189
"pau00920.1",17.0834868757893,-18.5671430038754
"pau00450.0",-0.130070321538384,0.115821039839299
"pau00450.1",17.641381360579,-15.7087574568725
"pau00550.0",-0.194055387425352,0.0207844399255821
"pau00550.1",11.9703325991556,-1.28209096432373
"pau00472.0",0.000810629164097565,0.000507994730916847
"pau00472.1",-8.17572568601271,-5.12345934967634
"pau00561.0",-0.0246150961091921,-0.0934740880532938
"pau00561.1",2.28194824146422,8.6655371934961
"pau00670.0",-0.0509796454363518,0.0941562010854675
"pau00670.1",5.93745037737549,-10.9660976823608
"pau00790.0",-0.00527136044094953,0.0490346612831444
"pau00790.1",0.6552288055221,-6.09499633000775
"pau03420.0",-0.0242651730566433,0.0354228760433794
"pau03420.1",4.28898874410567,-6.26116765288472
"pau03030.0",-0.0364235562155307,0.0534485799676311
"pau03030.1",3.78425185901109,-5.55307908176653
"pau03430.0",-0.0359992004762057,0.0579243481625334
"pau03430.1",3.17123519599671,-5.10266142492825
"pau03440.0",0.0178773109449605,0.137647127137934
"pau03440.1",-1.09469717048693,-8.42866810715893
"pau03018.0",-0.160481739220051,0.0840597974808181
"pau03018.1",6.10163053199089,-3.19601363566133
"pau04122.0",-0.0102004613400284,0.0372117053878141
"pau04122.1",1.80933058328252,-6.6005128954377
"pau00900.0",0.0108149336573982,0.0210209751147891
"pau00900.1",-1.91078129800928,-3.71398358858917
"pau00750.0",-0.0269678864482096,-0.0485509361565622
"pau00750.1",4.14264624123172,7.45810590546359
"pau00592.0",-0.00271646497124106,0.00674785538301592
"pau00592.1",2.44411420991368,-6.07132041188698
"pau00072.0",-0.000868502791500213,-0.00166824122179174
"pau00072.1",1.30054166665129,2.49811196947071
"pau03060.0",0.044812595564016,0.00518850276954692
"pau03060.1",-1.94644732106712,-0.2253640341298
"pau02040.0",0.0968346330142357,-0.374349219889888
"pau02040.1",-4.53338821644488,17.5254481734305
"pau02060.0",-0.021763383835329,-0.0191355492258855
"pau02060.1",5.66038972867631,4.97692211424183
"pau00052.0",0.0286515438697602,0.00257294584335565
"pau00052.1",-7.8703575508153,-0.706768327673454
"pau00500.0",0.196673620546596,0.111626129709115
"pau00500.1",-24.4201298915899,-13.8601434153505
"pau00521.0",0.0341765429291414,0.042269201677901
"pau00521.1",-5.72512492233543,-7.08077644000175
"pau00340.0",-0.0246905593632888,0.0239553909307882
"pau00340.1",3.09222562243423,-3.00015372441302
"pau01040.0",-0.00800725695878118,0.0305478483001006
"pau01040.1",2.27866606766305,-8.69315743454709
"pau00040.0",0.0356985634142887,0.00803261528381963
"pau00040.1",-19.9514378747679,-4.48931860218476
"pau00053.0",-0.0148361021115084,0.00580162283487902
"pau00053.1",25.5148632026119,-9.97752724216304
"pau00565.0",0.00198017860613306,-0.000853444207813616
"pau00565.1",-8.8748210508401,3.82499063355343
"pau00785.0",-0.0194392517916391,0.00669869277805752
"pau00785.1",9.47614219842476,-3.2654428261347
"pau00405.0",0.165731464224489,0.110588997466534
"pau00405.1",-26.80803910566,-17.8884207812394
"pau00633.0",0.000259939113612809,-0.000155693021003499
"pau00633.1",-5.6355160951899,3.37544632502247
"pau00440.0",0.00478991291545997,0.00321828771943518
"pau00440.1",-11.732151989576,-7.88269877490531
"pau00332.0",-0.00513273772223688,0.00735918705823323
"pau00332.1",3.51471849596045,-5.03931279339414
"pau00791.0",-0.00257756135953884,-0.000484510885903189
"pau00791.1",10.3727429751559,1.94979136754209
"pau00523.0",0.0454512879270444,0.0376587273269118
"pau00523.1",-16.2107320936852,-13.4314244442447
"pau00525.0",0.0325952492073925,0.0270266163886291
"pau00525.1",-21.9456352472926,-18.1964022259673
"pau03010.0",0.569955105365469,0.136169625516747
"pau03010.1",-3.24688656596075,-0.775723076467102
"pau03020.0",0.179208690392901,-0.108826845211382
"pau03020.1",-5.67207068451008,3.44443987095644
"pau03450.0",0.00811258547464509,0.00239782056544183
"pau03450.1",-43.2892536261242,-12.7949175921489
